result,anomaly_score,detect_confidence,unit_id,unit_type,serial,model,qrcode,region,site_num,visit_num,uar_link,photo_url,photo_description,completed_time
NOISE,,0.0038,227013,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62709,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62709/field_46_photo.jpg?15228,New Ice DROP # 1,2026-02-27 00:00:00
NOISE,,0.1798,227013,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62709,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62709/field_47_photo.jpg?37310,Secured Unit,2026-02-27 00:00:00
NOISE,,0.0218,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_250_photo.jpg?12575,Unit disconnect,2025-03-17 00:00:00
NOISE,,0.0072,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_182_photo.jpg?8669,Data plate,2025-03-17 00:00:00
NOISE,,0.0076,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_253_photo.jpg?2032,Unit tested for leaks,2025-03-17 00:00:00
NOISE,,0.0042,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_152_photo.jpg?35118,Water line,2025-03-17 00:00:00
NOISE,,0.0738,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_281_photo.jpg?48003,Water stop,2025-03-17 00:00:00
NOISE,,0.0758,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_379_photo.jpg?28752,Does the water line change material,2025-03-17 00:00:00
NOISE,,0.0086,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_158_photo.jpg?74353,Drain line size,2025-03-17 00:00:00
NOISE,,0.1058,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_183_photo.jpg?5526,drain line,2025-03-17 00:00:00
NOISE,,0.0028,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_191_photo.jpg?8978,Bin drain line,2025-03-17 00:00:00
NOISE,,0.0058,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_185_photo.jpg?42064,Bin control,2025-03-17 00:00:00
NOISE,,0.0006,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_228_photo.jpg?12502,Cube Separator And Guide Mounting,2025-03-17 00:00:00
NOISE,,0.0053,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_393_photo.jpg?19202,Condenser Unit Data Plate,2025-03-17 00:00:00
NOISE,,0.0164,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_165_photo.jpg?22566,Disconnect,2025-03-17 00:00:00
NOISE,,0.0061,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_184_photo.jpg?63650,Disconnect,2025-03-17 00:00:00
NOISE,,0.0171,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_166_photo.jpg?49698,Remote unit,2025-03-17 00:00:00
NOISE,,0.0162,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_170_photo.jpg?65109,Secured Unit,2025-03-17 00:00:00
NOISE,,0.0311,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_204_photo.jpg?67324,Photo,2025-03-17 00:00:00
NOISE,,0.0344,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_205_photo.jpg?64477,Photo,2025-03-17 00:00:00
NOISE,,0.0067,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_233_photo.jpg?23285,Leak Test Check (Line set connection points),2025-03-17 00:00:00
NOISE,,0.0643,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_153_photo.jpg?40157,Water filtration show date on filter,2025-03-17 00:00:00
NOISE,,0.0712,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_376_photo.jpg?5610,Does Ice Machine have Waterwise Filtration?,2025-03-17 00:00:00
NOISE,,0.0453,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_159_photo.jpg?98425,Guage on water filter manifold,2025-03-17 00:00:00
NOISE,,0.0189,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Hoshizaki - Georgia,6513,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81659/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/1/QRSF62708/field_169_photo.jpg?3277,Unit on,2025-03-17 00:00:00
NOISE,,0.116,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_442_photo.jpg?11912,Last Error Code Log,2025-09-10 00:00:00
NOISE,,0.0027,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_285_photo.jpg,Before Cleaning drop zone,2025-09-10 00:00:00
NOISE,,0.0057,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_313_photo.jpg,Before evap cleaning,2025-09-10 00:00:00
NOISE,,0.0017,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_314_photo.jpg,Before cleaning bin,2025-09-10 00:00:00
NOISE,,0.0426,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_17_photo.jpg,Before cleaning,2025-09-10 00:00:00
NOISE,,0.0078,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_368_photo.jpg?48331,Components in cleaning solution,2025-09-10 00:00:00
NOISE,,0.0044,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_4_photo.jpg,Drop Zone Wiped Down,2025-09-10 00:00:00
NOISE,,0.0092,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_45_photo.jpg?40953,Evap. After Cleaning,2025-09-10 00:00:00
NOISE,,0.1635,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_44_photo.jpg,Empty Bin After Cleaning,2025-09-10 00:00:00
NOISE,,0.5098,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_388_photo.jpg,No Ice thickness probe,2025-09-10 00:00:00
NOISE,,0.0138,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_424_photo.jpg,Ice machine components Re-Assembled,2025-09-10 00:00:00
NOISE,,0.0452,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_219_photo.jpg,No Air filter,2025-09-10 00:00:00
NOISE,,0.0373,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_446_photo.jpg,Self-Contained Condenser - remote condenser,2025-09-10 00:00:00
NOISE,,0.0566,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_447_photo.jpg,Self-Contained Condenser - remote condenser,2025-09-10 00:00:00
NOISE,,0.001,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_19_photo.jpg,Unit On,2025-09-10 00:00:00
NOISE,,0.0736,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_46_photo.jpg,New Ice DROP # 1,2025-09-10 00:00:00
NOISE,,0.1886,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87356/132962112,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/2/QRSF62708/field_47_photo.jpg,Secured Unit,2025-09-10 00:00:00
NOISE,,0.2555,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_442_photo.jpg,Last Error Code Log,2026-02-27 00:00:00
NOISE,,0.0006,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_285_photo.jpg?76876,Before Cleaning drop zone,2026-02-27 00:00:00
NOISE,,0.0242,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_313_photo.jpg,Before evap cleaning,2026-02-27 00:00:00
NOISE,,0.0152,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_314_photo.jpg,Before cleaning bin,2026-02-27 00:00:00
NOISE,,0.1372,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_17_photo.jpg?61186,Before cleaning,2026-02-27 00:00:00
NOISE,,0.0609,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_368_photo.jpg?59854,Components in cleaning solution,2026-02-27 00:00:00
NOISE,,0.0124,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_4_photo.jpg?99540,Drop Zone Wiped Down,2026-02-27 00:00:00
NOISE,,0.0645,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_45_photo.jpg?86044,Evap. After Cleaning,2026-02-27 00:00:00
NOISE,,0.0189,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_44_photo.jpg?7601,Empty Bin After Cleaning,2026-02-27 00:00:00
NOISE,,0.0345,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_282_photo.jpg?10037,Ice Machine Cleaned and Disassembled,2026-02-27 00:00:00
NOISE,,0.1442,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_388_photo.jpg?56465,Ice thickness probe position after adjustment,2026-02-27 00:00:00
NOISE,,0.0097,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_424_photo.jpg?16313,Ice machine components Re-Assembled,2026-02-27 00:00:00
NOISE,,0.0041,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_219_photo.jpg?10639,No Air filter rinsing,2026-02-27 00:00:00
NOISE,,0.0125,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_446_photo.jpg?27926,No Self-Contained Condenser - Before Cleaning,2026-02-27 00:00:00
NOISE,,0.0235,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_18_photo.jpg,Ice Machine water line going into machine,2026-02-27 00:00:00
NOISE,,0.0438,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_19_photo.jpg?74893,Unit On,2026-02-27 00:00:00
NOISE,,0.0012,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_46_photo.jpg,New Ice DROP # 1,2026-02-27 00:00:00
NOISE,,0.2244,227014,Ice Machine,P31501K,KM-2600SRJZ3,QRSF62708,Olive Garden,6513,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89855/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6513/Visit/3/QRSF62708/field_47_photo.jpg?43783,Secured Unit,2026-02-27 00:00:00
NOISE,,0.0251,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_182_photo.jpg,Data plate,2025-02-24 00:00:00
NOISE,,0.1294,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_152_photo.jpg,Water line,2025-02-24 00:00:00
NOISE,,0.063,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_281_photo.jpg?77068,Water stop,2025-02-24 00:00:00
NOISE,,0.3924,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_379_photo.jpg,Yes,2025-02-24 00:00:00
NOISE,,0.0312,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_158_photo.jpg,Drain line size 3/4 of an inch,2025-02-24 00:00:00
NOISE,,0.2077,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_183_photo.jpg,drain line,2025-02-24 00:00:00
NOISE,,0.1033,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_191_photo.jpg,Bin drain line,2025-02-24 00:00:00
NOISE,,0.0235,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_185_photo.jpg,Bin control,2025-02-24 00:00:00
NOISE,,0.8422,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_228_photo.jpg,Cube Separator And Guide Mounting,2025-02-24 00:00:00
NOISE,,0.0039,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_393_photo.jpg,Condenser Unit Data Plate,2025-02-24 00:00:00
NOISE,,0.0443,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_165_photo.jpg,No Disconnect,2025-02-24 00:00:00
NOISE,,0.045,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_184_photo.jpg?363,Disconnect,2025-02-24 00:00:00
NOISE,,0.4327,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_166_photo.jpg,Remote unit,2025-02-24 00:00:00
NOISE,,0.0006,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_170_photo.jpg,Secured Unit,2025-02-24 00:00:00
NOISE,,0.0051,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_204_photo.jpg,Photo,2025-02-24 00:00:00
NOISE,,0.1113,229703,Ice Machine,P20264d,Km-1900srjz3,QRS190513,Hoshizaki - Utah,5687,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80451/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5687/Visit/1/QRS190513/field_205_photo.jpg,Photo,2025-02-24 00:00:00
