result,anomaly_score,detect_confidence,unit_id,unit_type,serial,model,qrcode,region,site_num,visit_num,uar_link,photo_url,photo_description,completed_time
NOISE,,0.0033,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66512/1013203392,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/0/QRSF77662/field_205_photo.jpg?51717,Photo,2024-01-02 00:00:00
NOISE,,0.0391,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66512/1013203392,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/0/QRSF77662/field_233_photo.jpg?98242,Leak Test Check (Line set connection points),2024-01-02 00:00:00
NOISE,,0.0808,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66512/1013203392,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/0/QRSF77662/field_153_photo.jpg?75317,Water filtration show date on filter,2024-01-02 00:00:00
NOISE,,0.1138,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66512/1013203392,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/0/QRSF77662/field_169_photo.jpg?75914,Unit on,2024-01-02 00:00:00
NOISE,,0.0015,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_219_photo.jpg?55981,Air filter rinsing,2024-10-14 00:00:00
NOISE,,0.0998,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_17_photo.jpg?30167,Before cleaning,2024-10-14 00:00:00
NOISE,,0.0159,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_368_photo.jpg?54294,Components in cleaning solution,2024-10-14 00:00:00
NOISE,,0.0056,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_282_photo.jpg?57709,Ice Machine Cleaned and Disassembled in cleaner,2024-10-14 00:00:00
NOISE,,0.0028,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_285_photo.jpg?96042,Before Cleaning drop zone,2024-10-14 00:00:00
NOISE,,0.0118,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_4_photo.jpg?38758,Drop Zone Wiped Down,2024-10-14 00:00:00
NOISE,,0.0495,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_313_photo.jpg?37175,Before evap cleaning,2024-10-14 00:00:00
NOISE,,0.0298,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_45_photo.jpg?89557,Evap. After Cleaning,2024-10-14 00:00:00
NOISE,,0.0536,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_314_photo.jpg?60953,Before cleaning bin,2024-10-14 00:00:00
NOISE,,0.0101,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_46_photo.jpg?18840,New Ice,2024-10-14 00:00:00
NOISE,,0.0075,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_19_photo.jpg,Unit On,2024-10-14 00:00:00
NOISE,,0.1345,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Hoshizaki - Georgia,6487,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74560/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6487/Visit/1/QRSF77662/field_47_photo.jpg,Secured Unit,2024-10-14 00:00:00
NOISE,,0.131,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_442_photo.jpg?54333,Last Error Code Log,2025-08-30 00:00:00
NOISE,,0.0023,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_285_photo.jpg?54368,Before Cleaning drop zone,2025-08-30 00:00:00
NOISE,,0.0325,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_313_photo.jpg?29738,Before evap cleaning,2025-08-30 00:00:00
NOISE,,0.0687,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_314_photo.jpg?32805,Before cleaning bin,2025-08-30 00:00:00
NOISE,,0.596,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_17_photo.jpg?14234,Before cleaning,2025-08-30 00:00:00
NOISE,,0.4775,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_368_photo.jpg?83621,Components in cleaning solution,2025-08-30 00:00:00
NOISE,,0.0492,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_4_photo.jpg,Drop Zone Wiped Down,2025-08-30 00:00:00
NOISE,,0.0102,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_45_photo.jpg,Evap. After Cleaning,2025-08-30 00:00:00
NOISE,,0.0004,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_44_photo.jpg,Empty Bin After Cleaning,2025-08-30 00:00:00
NOISE,,0.0515,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_282_photo.jpg,Ice Machine Cleaned and Disassembled,2025-08-30 00:00:00
NOISE,,0.052,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_424_photo.jpg,Ice machine components Re-Assembled,2025-08-30 00:00:00
NOISE,,0.0036,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_219_photo.jpg?15382,No Air filter,2025-08-30 00:00:00
NOISE,,0.0175,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_446_photo.jpg,Self-Contained Condenser - remote condenser,2025-08-30 00:00:00
NOISE,,0.0196,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_447_photo.jpg,Self-Contained Condenser - remote condenser,2025-08-30 00:00:00
NOISE,,0.0065,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_19_photo.jpg,Unit On,2025-08-30 00:00:00
NOISE,,0.0036,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_46_photo.jpg?55381,New Ice DROP # 1,2025-08-30 00:00:00
NOISE,,0.2889,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_47_photo.jpg?81344,Secured Unit,2025-08-30 00:00:00
NOISE,,0.0634,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_442_photo.jpg?52114,Last Error Code Log,2026-02-26 00:00:00
NOISE,,0.0043,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_285_photo.jpg?35616,Before Cleaning drop zone,2026-02-26 00:00:00
NOISE,,0.0146,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_313_photo.jpg?92570,Before evap cleaning,2026-02-26 00:00:00
NOISE,,0.0165,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_314_photo.jpg?28991,Before cleaning bin,2026-02-26 00:00:00
NOISE,,0.0029,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_17_photo.jpg?51423,Before cleaning,2026-02-26 00:00:00
NOISE,,0.0118,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_368_photo.jpg?91921,Components in cleaning solution,2026-02-26 00:00:00
NOISE,,0.005,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_4_photo.jpg?83778,Drop Zone Wiped Down,2026-02-26 00:00:00
NOISE,,0.0085,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_45_photo.jpg?34030,Evap. After Cleaning,2026-02-26 00:00:00
NOISE,,0.029,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_44_photo.jpg?41395,Empty Bin After Cleaning,2026-02-26 00:00:00
NOISE,,0.0371,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_282_photo.jpg?9601,Ice Machine Cleaned and Disassembled,2026-02-26 00:00:00
NOISE,,0.0625,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_388_photo.jpg?14028,Ice thickness probe position after adjustment,2026-02-26 00:00:00
NOISE,,0.0231,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_424_photo.jpg?95495,Ice machine components Re-Assembled,2026-02-26 00:00:00
NOISE,,0.0008,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_219_photo.jpg?18447,No Air filter rinsing,2026-02-26 00:00:00
NOISE,,0.0003,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_446_photo.jpg?96076,No Self-Contained Condenser - Before Cleaning,2026-02-26 00:00:00
NOISE,,0.0269,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_18_photo.jpg?625,Ice Machine water line going into machine,2026-02-26 00:00:00
NOISE,,0.003,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_19_photo.jpg?97082,Unit On,2026-02-26 00:00:00
NOISE,,0.0609,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_46_photo.jpg?43128,New Ice DROP # 1,2026-02-26 00:00:00
NOISE,,0.1451,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77662/field_47_photo.jpg?17304,Secured Unit,2026-02-26 00:00:00
NOISE,,0.0047,194476,Ice Machine,N00154F,KM-1900SRJZ3,QRS184181,Hoshizaki - Texas,5675,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66394/1011475008,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5675/Visit/1/QRS184181/field_17_photo.jpg?51093,Ice Machine Components In Cleaner,2024-01-03 00:00:00
NOISE,,0.2294,194476,Ice Machine,N00154F,KM-1900SRJZ3,QRS184181,Hoshizaki - Texas,5675,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66394/1011475008,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5675/Visit/1/QRS184181/field_45_photo.jpg?62012,Evap. After Cleaning,2024-01-03 00:00:00
NOISE,,0.0232,194476,Ice Machine,N00154F,KM-1900SRJZ3,QRS184181,Hoshizaki - Texas,5675,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66394/1011475008,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5675/Visit/1/QRS184181/field_44_photo.jpg?69340,Empty Bin After Cleaning,2024-01-03 00:00:00
NOISE,,0.027,194476,Ice Machine,N00154F,KM-1900SRJZ3,QRS184181,Hoshizaki - Texas,5675,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66394/1011475008,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5675/Visit/1/QRS184181/field_18_photo.jpg?14241,Ice Machine Hose (8ft from roof too ice machine),2024-01-03 00:00:00
NOISE,,0.0055,194476,Ice Machine,N00154F,KM-1900SRJZ3,QRS184181,Hoshizaki - Texas,5675,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66394/1011475008,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5675/Visit/1/QRS184181/field_19_photo.jpg?94320,Unit On,2024-01-03 00:00:00
